time,n,URef,J,KT,10KQ,eta0
0.0232903,2.515000e+01,-5.103660e+00,8.924733e-01,2.202974e-01,5.289639e-01,5.915598e-01
0.0233226,2.515000e+01,-5.103670e+00,8.924751e-01,2.197056e-01,5.302138e-01,5.885810e-01
0.0233548,2.515000e+01,-5.103697e+00,8.924804e-01,2.199847e-01,5.302417e-01,5.893009e-01
0.0233871,2.515000e+01,-5.103747e+00,8.924883e-01,2.202274e-01,5.298463e-01,5.903972e-01
0.0234194,2.515000e+01,-5.103791e+00,8.924962e-01,2.199848e-01,5.297642e-01,5.898430e-01
0.0234516,2.515000e+01,-5.103820e+00,8.925015e-01,2.197035e-01,5.299195e-01,5.889199e-01
0.0234839,2.515000e+01,-5.103876e+00,8.925111e-01,2.202345e-01,5.300153e-01,5.902425e-01
0.0235161,2.515000e+01,-5.103956e+00,8.925252e-01,2.202555e-01,5.292945e-01,5.911124e-01
0.0235484,2.515000e+01,-5.104019e+00,8.925367e-01,2.198212e-01,5.296246e-01,5.895861e-01
0.0235806,2.515000e+01,-5.104073e+00,8.925455e-01,2.198107e-01,5.302275e-01,5.888938e-01
0.0236129,2.515000e+01,-5.104160e+00,8.925613e-01,2.203645e-01,5.296399e-01,5.910429e-01
0.0236452,2.515000e+01,-5.104279e+00,8.925815e-01,2.209374e-01,5.295057e-01,5.927434e-01
0.0236774,2.515000e+01,-5.104379e+00,8.925991e-01,2.205257e-01,5.300722e-01,5.910184e-01
0.0237097,2.515000e+01,-5.104455e+00,8.926123e-01,2.197636e-01,5.301791e-01,5.888656e-01
0.0237419,2.515000e+01,-5.104557e+00,8.926299e-01,2.201613e-01,5.299948e-01,5.901481e-01
0.0237742,2.515000e+01,-5.104665e+00,8.926492e-01,2.199261e-01,5.293287e-01,5.902723e-01
0.0238065,2.515000e+01,-5.104788e+00,8.926704e-01,2.202678e-01,5.295341e-01,5.909740e-01
0.0238387,2.515000e+01,-5.104913e+00,8.926923e-01,2.205329e-01,5.299437e-01,5.912424e-01
0.023871,2.515000e+01,-5.105062e+00,8.927187e-01,2.207590e-01,5.297205e-01,5.921153e-01
0.0239032,2.515000e+01,-5.105198e+00,8.927425e-01,2.203042e-01,5.298084e-01,5.908130e-01
0.0239355,2.515000e+01,-5.105287e+00,8.927583e-01,2.191310e-01,5.299216e-01,5.875515e-01
0.0239677,2.515000e+01,-5.105395e+00,8.927768e-01,2.193772e-01,5.295757e-01,5.886086e-01
0.024,2.515000e+01,-5.105527e+00,8.927997e-01,2.198837e-01,5.295936e-01,5.899628e-01
0.0240323,2.515000e+01,-5.105688e+00,8.928278e-01,2.202254e-01,5.290576e-01,5.914966e-01
0.0240645,2.515000e+01,-5.105813e+00,8.928498e-01,2.197645e-01,5.301180e-01,5.890927e-01
0.0240968,2.515000e+01,-5.105927e+00,8.928700e-01,2.194609e-01,5.300353e-01,5.883835e-01
0.024129,2.515000e+01,-5.106065e+00,8.928938e-01,2.196584e-01,5.290618e-01,5.900128e-01
0.0241613,2.515000e+01,-5.106209e+00,8.929193e-01,2.198654e-01,5.289707e-01,5.906874e-01
0.0241935,2.515000e+01,-5.106361e+00,8.929457e-01,2.199393e-01,5.286948e-01,5.912114e-01
